CATEGORY	TOKENS	NUM_WORDS	NUM_CAPITALS	NUM_PUNCTUATIONS
e	Drew Barrymore Welcomes Baby Girl Frankie With Husband Will Kopelman	10	10	0
b	UPDATE 2-Herbalife says US FTC opens inquiry long sought by Ackman	11	13	1
e	Cyrus and Flaming Lips ' Wayne Coyne cover Beatles song Lucy In The Sky With ...	16	11	4
m	Two Stem-Cell Studies Face Retraction on Researcher Doubt	8	8	1
b	Safran 's CFM unit scores $ 2 bln engine order	10	4	2
b	Apache to Exit LNG Projects After Jana Pushes for Breakup	10	10	0
b	HIGHLIGHTS-BOJ Governor Kuroda comments at news conference	7	15	1
b	Alibaba to buy SingPost stake for $ 249 million to boost e-commerce logistics	13	3	2
e	Beyonce and Jay Z take Blue Ivy shopping in The Hamptons ... where 'friend ' Kim ...	17	8	8
m	FDA Approves Drug For Ragweed Pollen Allergy	7	9	0
e	Leonardo DiCaprio accepts Ice Bucket Challenge as Matt Damon uses toilet ...	12	8	3
e	Lindsay Lohan 's Words For The Person Who Leaked Her 'Sex List '	13	11	3
e	Robert Downey Jr. And Mark Ruffalo Science Bro Out	9	9	1
e	Miranda Lambert , `` Platinum '' ( RCA Nashville )	10	7	5
b	UPDATE 3-Rolls-Royce returns 1 billion pounds to shareholders	8	8	2
t	Facebook Users Getting Option to Fine-Tune Advertisements	7	7	1
m	What 's Changed ( and What Has n't Changed ) for People with Infertility in the Past ...	18	8	7
b	CHINA MONEY -Chinese stocks lure domestic funds chasing policy dividend	10	11	1
b	GLOBAL MARKETS-Asian shares struggle , dollar slips as Ukraine tensions rise	11	15	2
e	Kendall Jenner Shows Her Pelvic Bones In A Dress At The MuchMusic Awards	13	14	0
b	Inflation drop pins peripheral bond yields at multi-year lows	9	1	1
t	Apple-Samsung Jury Is Seated in Patent Trial in California	9	8	1
t	GM Orders Chevrolet Dealers to Stop Selling Recent Cruzes	9	9	0
e	Why Peggy Is Her Own Worst Enemy On 'Mad Men '	11	10	2
t	Dodge Ram Ignition Switch Focus of New US Investigation	9	9	0
b	Gap quarterly profit falls 22 percent	6	1	0
b	UPDATE 3-Russian sanctions ripple through corporate boardrooms	7	7	1
b	UPDATE 2-Whole Foods cuts 2014 forecasts again as competition intensifies	10	8	1
e	Lindsay Lohan Sues 'Grand Theft Auto V ' Makers For Using Her Likeness	13	12	2
e	Oprah 's Going On Tour , People	7	5	2
e	Mad Men Premiere , as Tweeted	6	4	1
b	UPDATE 3-AstraZeneca fights Pfizer bid by predicting sales surge - eventually	11	9	2
e	CORRECTED-UPDATE 2-Chicago selected for George Lucas ' 'storytelling ...	9	18	7
b	BP Warns More Sanctions May Hurt Business as Profit Rises	10	10	0
t	Twitter 'given direct access to ministers ' as PM Modi puts social media at the ...	16	4	5
b	Oil Topping $ 116 Seen Possible as Iraq Conflict Widens	10	7	1
e	'Game Of Thrones ' Season 4 Episode 3 Recap : 'Breaker Of Chains | HBO	15	12	5
e	Dakota Fanning and Elizabeth Olsen strip off their clothes to go skinny dipping in ...	15	4	3
b	UPDATE 3-GM waited on Ion recall despite awareness of fatal crashes	11	9	1
e	Mad Men stars Jessica Pare and Christina Hendricks at PaleyFest 2014	11	8	0
b	UPDATE 1-Japan 's Dai-ichi Life agrees to buy Protective Life for $ 5.7 bln	14	11	5
e	Chris Rock interviews white people at a monster truck rally about rap lyrics and ...	15	2	3
t	UPDATE 3-US states probe eBay cyber attack as customers complain	10	9	1
b	A Brief , Delicious History Of The Great Cupcake Takeover	10	9	1
b	YOUR MONEY-Americans borrow less than 25 pct of college costs in 2013 -study	13	10	2
t	It 's not a good day if you 're superstitious ! Rare event sees the full moon fall on ...	20	2	6
e	Insane Clown Posse Loses FBI Lawsuit Over Juggalos 'Gang ' Classification	11	12	2
t	Wood stork off endangered list after recovery in US Southeast	10	4	0
e	Unfinished Business : What I Learned From	7	6	1
e	Daring dress that shows off rather more of Nicole Kidman	10	3	0
b	ECB FOCUS-Draghi puts euro strength at centre of ECB policy debate	11	12	1
e	The last words of Tupac Shakur revealed by police officer who found him after ...	15	3	3
b	South African Buyout Firm Targets Investments in Nigerian Food	9	8	0
b	Russia turns off the gas to Ukraine after failing to reach deal sparking EU price ...	16	4	3
m	Iceland and Japan top the global life expectancy league , which reveals we 're all ...	16	2	5
b	Europe Bank Scrutiny , Proxy Guide , BNP Rises : Compliance	11	10	3
b	Apache Exit Seen Threatening Chevron 's Canada LNG Project	9	10	1
b	Bank of England names Haldane as new chief economist	9	3	0
m	E-Cigarettes to Fall Under FDA Review as Popularity Grows	9	10	1
t	Global warming threat heightened in latest UN report	8	3	0
m	Guinea Bans Bat Eating to Curb Ebola Spread , Warns on Rats ( 1 )	15	9	3
m	Cloning used to make stem cells from adult humans in diabetes breakthrough	12	1	0
b	Alibaba Loss Shows Hong Kong Market Needs Change , Li Says ( 1 )	14	10	3
t	T-Mobile Ends Overage Charges , Pushes Others To Do The Same	11	11	2
e	Bunny Yeager Dead : Pin-Up Photographer Who Helped Launch Bettie Page 's ...	13	11	6
t	Your Netflix Bill Could Go Up Even More . Blame The Government	12	11	1
m	Research to Link Chocolate and Heart Health ( Brought to You by Mars )	14	8	2
b	Chinese Government to remove 5m ageing vehicles to combat pollution	10	2	0
b	Dollar Strengthens Against Yen Before Fed Decision ; Pound Rises	10	9	1
b	AgBank of China Q4 net profit up 12.8 pct , within estimates	12	4	2
b	Slovak central bank slashes inflation outlook	6	1	0
b	Asian Stocks Trade Near Six-Year High as Utilities Gain	9	9	1
e	Jennifer Lawrence reveals she planned to be a nurse if acting did n't work out ...	16	2	4
m	More Americans use cannabis , seek treatment : UN drugs agency	11	4	2
t	Mystery Of Death Valley 's 'Sailing Stones ' Has Finally Been Solved	12	10	3
t	The Trust Gap : Heartbleed , Virus Shield , and the Growing Challenge for Android ...	16	9	6
b	Car Sales for GM , Ford Top Estimate as Winter Thaw Brings Buyers	13	11	1
b	UPDATE 1-Argentina says June 30 bond payment impossible due to US court ...	13	10	4
e	Brian Williams Reveals His Intense Devotion To 'The Bachelorette '	10	9	2
b	EasyJet Reduces First-Half Loss Estimate on Mild Weather ( 1 )	11	9	3
e	David Brockie , frontman for heavy metal band Gwar , found dead at home	14	3	2
e	Erykah Badu leans in for a kiss while crashing television reporter 's live update ...	15	2	4
e	Ageless Halle Berry , 47 , is a vision in white as she dashes into morning show in ...	19	3	5
b	Barclays shifts senior executive to dark pool investigation	8	1	0
t	Apple set to invade the home with plan to turn iPhone into universal remote for ...	16	2	3
b	Vietnam Prime Minister Calls For End To Anti-China Protests	9	10	1
b	REFILE-Threat of new claims in Argentina debt fight	8	8	1
e	Pink Floyd Will Release New Album , 'The Endless River , ' In October	14	11	4
b	RPT-Spare cash in euro zone falls below 100 billion euro threshold	11	4	1
e	Rihanna leaves NOTHING to the imagination in racy sheer embellished halter ...	12	8	3
t	Cyber-Info Sharing by Firms Does n't Violate Antitrust Laws ( 1 )	12	8	4
b	Dollar About 0.2 % From Six-Week Low Before Yellen ; Aussie Falls	12	10	4
e	Lady Gaga Performs In Underwear And Fishnets At Roseland Ballroom	10	10	0
e	Lindsay Lohan makes her London West End debut in David Mamet 's Speed-The ...	14	9	5
b	France in push to buy Bouygues ' Alstom stake ahead of GE deadline	13	5	1
t	Countdown on for Apple 's iWatch as firm poaches Swiss watch experts for secret ...	15	4	4
t	T-Mobile Sued by US for Bogus Customer Charges	8	8	1
e	Zara Apologizes For Pajamas That Look Just Like Concentration Camp Uniform	11	11	0
b	US employers added robust 288k jobs in June	8	3	0
b	Netflix To Raise Prices For New Subscribers	7	7	0
e	Lindsay Lohan reveals she had miscarriage in OWN reality show finale	11	5	0
b	UPDATE 3-Target replaces president of money-losing Canadian unit	8	8	2
e	The Mockingjay Lives In New 'Hunger Games : Mockingjay - Part 1 ' Teaser	14	10	4
e	REFILE-Sue Townsend , British author of `` Adrian Mole '' books , dies	13	11	5
t	Apple Pitch to Programmers Shows Rising Google Threat	8	7	0
b	Asian Stocks Fall as Fed Official Says Rates May Rise	10	9	0
b	Jeweler Tiffany raises full-year profit forecast	6	2	1
b	UPDATE 3-Cement groups Lafarge , Holcim in $ 50bn-plus merger talks	11	9	4
b	UPDATE 4-JPMorgan 's Dimon has throat cancer , to begin treatment shortly	12	10	3
b	Chinese Spying Charges Come After Pittsburgh Left Steel Behind	9	9	0
b	Lorillard Blu Europe E-Cigarette Push Offers Competition for BAT	9	11	1
e	Move over , Martha ! Ellen DeGeneres to launch 'the biggest lifestyle brand you ...	15	5	6
e	Distraught father blames 'craven , irresponsible politicians and the NRA ' for his ...	14	4	6
b	Greece takes small step on road to recovery	8	1	0
e	Kim Kardashian Shares Makeup-Free Selfie , The Rarest Of All Kardashian Selfies	12	12	2
b	Job Openings in the US Increased in January as Hiring Fell ( 1 )	14	8	2
e	GREY 'S ANATOMY SPOLIER ALERT : Sandra Oh 's Cristina leaves show in ...	14	27	6
b	FOREX-Dollar off to slow start in event-packed week	8	6	2
e	Pretty as a poster ! Khloe Kardashian has an Athena moment as her skirt blows ...	16	4	4
t	UPDATE 2-Yahoo amends deal with Alibaba , misses Wall St revenue target	12	10	2
t	Nintendo expects profit this FY after booking 46.4 bln yen loss	11	3	1
e	US Airways social media manager speaks out about 'worst tweet of all time '	14	3	2
b	SEC Fines New York Adviser For Whistle-blower Retaliation	8	10	1
e	Justin Bieber all but confirms reunion with Selena Gomez at SXSW	11	8	0
b	Treasuries Rally as Uneven Recovery Bolsters Bond Sale	8	7	0
t	France 's Iliad makes a buyout offer for T-Mobile US-source	10	6	3
b	California To Ease Water Restrictions For Farmers As Drought Continues	10	10	0
e	Frieze New York 2014	4	3	0
m	17 New MERS Cases In Saudi Arabia	7	9	0
b	Walmart Suing Visa Over Credit Card Swipe Fees	8	8	0
e	The 'Star Wars : Episode VII ' Cast Still Has Room For Another Female Lead	15	15	3
m	Paraplegic Teenager Ditched Wheelchair For Awesome Robotic Suit To Kick Off ...	12	11	3
t	Iceland Lowers Aviation Alert , Volcanic Eruption Report False	9	8	1
e	David Hasselhoff goofs around on the Kids Choice Awards orange carpet	11	5	0
b	American Apparel : Charney 's Bad Behavior Was Very , Very Expensive	12	9	3
b	Ahead of the Bell : US economy-GDP	7	7	2
b	Shale Seen Shifting Flows at America 's Biggest Oil Port	10	8	1
b	Barclays CEO Falters in Culture Shift as Suit Cites Fraud	10	10	0
t	Google tunes up : Search giant buys streaming music service Songza to take on ...	15	3	4
e	Nick Carter Gets Married , Retroactively Destroys Every '90s Girl 's Dreams	12	9	3
b	FOREX-Dollar stung by Fed minutes , Aussie eyes jobs data test	11	8	2
e	Stage Door :	3	2	1
b	REFILE-GLOBAL MARKETS-Europe 's stocks , periphery bonds dip amid bank ...	11	20	7
m	Role Of 'Good ' And 'Bad ' Fats For Heart Health Questioned In New Study	15	13	4
e	Every Suit Barney 's Ever Worn On 'How I Met Your Mother '	13	11	3
e	Lana Del Rey Responds To Frances Bean Cobain 's Admonishment	10	9	1
m	US confirms second case of MERS , this time in Florida	11	7	1
e	Justin Bieber Under Investigation For Attempted Robbery At Dave & Buster 's	12	10	2
b	ECB Said to Join BOE in Call for Better-Functioning ABS Market	11	15	1
t	Twitter 's New Design Totally Rips Off Facebook	8	7	1
e	SPOILER ALERT ! Justice served on the privy council ! Tyrion Lannister 's fate is ...	16	15	6
b	BNP to Pay $ 8.9 Bln in Sanctions Case , Holder Says	12	9	3
b	Pound Rises Versus Euro on Signs Central Bank Policies Diverging	10	9	0
e	Gentleman 's Guide musical tops Broadway 's Tony nominations	9	4	2
b	REFILE-Greenpeace protesters board Statoil 's Arctic drilling rig	8	9	2
e	Quentin Tarantino Continues Work On 'Hateful Eight , ' Despite Having His ...	13	10	6
b	CORRECTED-UPDATE 1-ADM buys ingredients company Wild Flavors for ...	9	20	5
b	McDonald 's giving Ronald McDonald new role as social media spokes-clown	11	5	2
e	Selena Gomez displays her long pins in flowing mini dress to meet up with Justin ...	16	3	3
e	UPDATE 2-Children 's star Rolf Harris found guilty of serial sex assaults	12	9	2
e	UPDATE 2-KISS , Nirvana , Hall and Oates inducted by Rock and Roll Hall of Fame	16	17	3
b	AT & T In Talks To Buy DirecTV For $ 50 Billion	12	12	2
b	UPDATE 1-Teva willing to post bond to suspend decision on Copaxone	11	8	1
b	How Bank of America Botched Some Basic Accounting	8	7	0
b	Same engineer designed switches on 5.95 million recalled GM cars	10	3	1
e	First official pic of Fifty Shades ' Grey	8	4	1
b	US Mortgage Rates for 30-Year Loans Decline to a Six-Month Low	11	10	2
b	McDonald 's Blames Weak Sales On Weather	7	7	1
b	RPT -- Hong Kong shares end higher , China Mobile leads again	12	7	3
t	Daimler and Nissan invest $ 1.36 bln to develop , build small cars	13	2	3
b	GE reports `` productive '' meeting with France 's Hollande	10	4	3
t	GM 's Sales Speed Up , Even With Millions of Recalls in Tow	13	10	2
b	Argentina Debt Dilemma Spotlights Knotted World of Default Swaps	9	8	0
e	Paul Walker Tribute Video Presented At MTV Movie Awards	9	11	0
m	Endocyte Shares Double After Drug Shown to Slow Lung Cancer ( 2 )	13	9	2
t	UPDATE 1-Threat from global warming heightened in latest UN report	10	9	1
e	Binoche at Cannes confronts questions of the ageing actress	9	2	0
b	US estimates Fannie , Freddie to repay $ 179.2 bln to taxpayers	12	4	3
e	Beyonce Tops Forbes ' Celebrity 100 List	7	5	1
e	Megan Fox dazzles as she shows off toned body in bejewelled mini-dress at ...	14	2	4
t	Tibetans May Have Inherited High-Altitude Gene From Extinct Human Relative	10	11	1
b	Orders for Durable Goods Poured Into US Factories in March	10	9	0
b	Malaysian Air Calls for System to Ensure Safety in Travel	10	7	0
b	US STOCKS-Wall St falls in broad selloff ; Twitter tumbles	10	11	2
m	Oscar Pistorius murder trial set to resume after month-long break for health ...	13	2	4
t	This Ring Reads Books And Magazines To The Blind	9	9	0
t	Hidden 'Ocean ' Discovered Deep Underground Near Earth 's Core	10	8	3
b	Honda profit beats estimates but US sales dented	8	3	0
t	COLUMN-US Supreme Court looks backward in Aereo ruling : Frankel	10	12	2
e	Sad Kanye West Simply Can not Muster Any Excitement For Zip-Lining	11	11	1
b	UPDATE 4-Target names outsider as CEO after data breach	9	10	1
e	'See ya on the way down ' : Charlie Sheen unleashes rant at Rihanna after she ...	17	4	6
b	Treasury Volatility Drops on Yellen Low-Rates Message	7	7	1
e	Steve Martin Dismisses 'Father Of The Bride 3 ' Talk	10	8	2
e	' I love him very much ' : Emma Stone on Andrew Garfield	13	5	3
b	US STOCKS-Wall St edges up as Intel leads gains in tech	11	11	1
e	Mischa Barton Stuns In Flattering Black Dress	7	7	0
e	Coachella Tickets Among the Hottest , Priciest of This Summer 's Music Festivals	13	9	2
b	FOREX-Dollar dips , euro helped by ECB 's wait-and-see approach	10	9	5
e	Japanese girl band singers suffer horrific hand and head injuries after crazed fan ...	14	1	3
e	Move over Netflix as Yahoo unveils its first original TV shows	11	5	0
e	NEW YORK ( AP ) — Hugh Jackman has had another cancerous growth removed .	15	11	3
e	You Can Now Study Miley Cyrus At This Pricey College	10	10	0
t	TweetDeck crashed after Austrian teen made a HEART symbol	9	8	0
b	Hillshire Brands to Buy Pinnacle Foods for $ 4.3 Billion	10	6	2
b	Unilever to Sell Sauce Brands to Mizkan for $ 2.15 Billion ( 1 )	14	6	4
t	Instagram Introduces 10 New Features	5	4	0
b	UK Stocks Rebound From One-Month Low ; EasyJet , Kingfisher Rise	11	12	3
t	Where will the Rosetta mission land ? Esa shortlists five possible sites for the first ...	16	3	4
m	Why chicken liver pate could be the most dangerous dinner party dish : Rates of ...	16	2	4
b	FOREX-Yen and Swiss franc gain as Ukraine worries feed safety bid	11	8	1
t	Nike 's Fuelband Hits the Wall	6	4	1
e	'Do n't judge ! ' Ryan Seacrest reveals he 's starting week-long BIKINI cleanse juice ...	16	9	9
e	Marijuana Has Come A Long Way Since Last 4/20	9	8	1
t	Facebook Seen Struggling to Win Developers to Virtual Vision	9	7	0
b	Gold Rises to 1-Week High as Ukraine to Gaza Spurs Demand	11	8	1
b	UPDATE 2-Wall St Week Ahead-Double-digit profit growth may return in Q2	11	12	3
b	UPDATE 3-Greek bond yields rise as market comeback euphoria fades	10	7	1
e	'Game Of Thrones ' Season 4 Episode 4 Recap : 'Oathkeeper '	12	7	5
b	European Stocks Advance as Draghi Says ECB Ready to Act in June	12	11	0
t	How To Stop Facebook From Getting More Of Your Info , In 2 Steps	14	12	1
e	'Only two people are allowed in my delivery room ' : Pregnant Mila Kunis on ...	16	4	6
b	Australia shares seen rising from 3-week lows , eyes on NAB	11	4	2
b	S.Korean stocks end down after worst day in almost 2 weeks	11	2	1
t	AT & T Says It May Avoid FCC Airwaves Auction Over Restrictions	12	14	1
b	US Stocks Climb to Record as ISM Corrects Factory Data	10	11	0
e	Sarah Michelle Gellar Slams Kim Kardashian And The ...	9	8	3
b	Japan and Australia in Pact to Lower Tariffs on Beef , Cars ( 1 )	15	7	3
b	Gold Climbs First Time in Three Days on India Demand Speculation	11	9	0
t	Ford goes to great heights as it shows off 50th anniversary Mustang on top of ...	16	2	3
b	RPT-FOREX-Euro firm on safe-haven flow , expectation for inflation uptick	10	9	4
b	Stress Test : The Indictment of Timothy Geithner	8	6	1
b	ECB chief sees low inflation persisting but QE still distant-source	10	5	1
b	UK Treasury Raises 4.2 Billion Pounds in Sale of Lloyds Shares	11	9	1
e	Kim Kardashian 's Nude Top Will Make You Do A Double Take	12	11	1
t	'Whale Buffet ' In Japan As Whaling Supporters Vow To Defy World Court Ruling	14	13	2
b	Chrysler Is Killing An Iconic Soccer Mom Van	8	8	0
e	How Tina Fey And Bryan Cranston Helped Jon Hamm Say Goodbye To 'Mad Men '	15	14	2
b	Vodafone sees 2015 earnings hit by network investment	8	1	0
b	Wall Street gets lift from Yellen remarks , tech rebound	10	3	1
m	Could stem cells help people paralysed by MS ? Scientists reveal they are ...	14	4	4
